ciudad,pais,latitud,longitud,temperatura,sensacion_termica,humedad,velocidad_viento,descripcion,codigo_tiempo,fecha_extraccion,temperatura_categoria,estado_clima,clima_severo
Tokyo,Japan,35.6895,139.6917,16.1,15.7,66,2.5,Partly Cloudy,116,2026-04-11 08:28:01.049549,Frío,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,31.8,30.1,51,6.6,Sunny,113,2026-04-11 19:54:01.049588,Muy cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,29.7,30.2,74,22.8,Light Rain,293,2026-03-27 10:21:01.049627,Cálido,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,26.6,25.3,51,8.0,Patchy Rain Nearby,176,2026-04-10 18:37:01.049666,Cálido,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,11.7,10.4,76,15.5,Partly Cloudy,116,2026-03-29 22:41:01.049705,Frío,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,26.6,26.0,72,6.8,Sunny,113,2026-04-01 03:09:01.049952,Cálido,Despejado,False
Tokyo,Japan,35.6895,139.6917,24.8,22.3,72,15.6,Partly Cloudy,116,2026-03-30 01:22:01.050020,Cálido,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,16.6,13.2,74,9.6,Sunny,113,2026-04-14 20:05:01.050062,Frío,Despejado,False
London,Uk,51.5074,-0.1278,10.8,11.8,70,14.2,Sunny,113,2026-04-01 18:12:01.050101,Frío,Despejado,False
Tokyo,Japan,35.6895,139.6917,27.1,30.1,56,8.5,Sunny,113,2026-03-17 10:53:01.050140,Cálido,Despejado,False
Madrid,Spain,40.4168,-3.7038,20.2,19.7,62,6.9,Cloudy,119,2026-04-09 04:49:01.050178,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,19.2,20.1,63,9.4,Cloudy,119,2026-04-07 01:00:01.050217,Templado,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,20.9,21.2,77,7.5,Partly Cloudy,116,2026-03-25 21:12:01.050255,Templado,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,28.3,29.4,92,18.7,Light Rain,293,2026-04-11 23:30:01.050294,Cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,20.4,20.0,86,9.5,Partly Cloudy,116,2026-04-08 00:52:01.050333,Templado,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,33.5,33.5,73,7.7,Overcast,122,2026-03-25 05:15:01.050386,Muy cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,24.4,24.0,87,14.5,Sunny,113,2026-03-24 18:07:01.050441,Cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,25.8,27.8,98,10.0,Overcast,122,2026-04-06 00:36:01.050481,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,27.7,31.3,72,9.5,Overcast,122,2026-04-03 19:28:01.050519,Cálido,Nublado,False
London,Uk,51.5074,-0.1278,20.5,18.7,69,8.8,Sunny,113,2026-03-19 23:10:01.050557,Templado,Despejado,False
Medellin,Colombia,6.2442,-75.5812,22.6,23.0,63,11.6,Cloudy,119,2026-04-08 02:01:01.050597,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,14.4,14.1,63,5.6,Overcast,122,2026-03-19 03:14:01.050635,Frío,Nublado,False
Madrid,Spain,40.4168,-3.7038,8.7,11.7,59,4.8,Patchy Rain Nearby,176,2026-04-12 23:07:01.050673,Muy frío,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,12.6,14.5,62,14.0,Patchy Rain Nearby,176,2026-03-19 15:01:01.050712,Frío,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,24.1,24.0,38,6.6,Sunny,113,2026-03-29 10:33:01.050759,Cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,27.1,27.8,79,17.0,Patchy Rain Nearby,176,2026-03-21 15:27:01.050901,Cálido,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,28.3,28.3,70,8.5,Overcast,122,2026-03-16 00:27:01.050948,Cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,27.0,23.5,87,5.4,Sunny,113,2026-03-16 09:29:01.050990,Cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,27.3,28.4,92,10.2,Patchy Rain Nearby,176,2026-04-10 06:16:01.051030,Cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,8.7,8.5,54,7.7,Cloudy,119,2026-04-11 22:08:01.051070,Muy frío,Nublado,False
Madrid,Spain,40.4168,-3.7038,13.8,14.8,57,7.0,Light Drizzle,266,2026-04-12 20:33:01.051109,Frío,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,31.2,33.8,73,20.1,Sunny,113,2026-03-31 04:37:01.051150,Muy cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,31.6,31.5,76,6.2,Overcast,122,2026-04-12 02:33:01.051189,Muy cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,24.4,21.4,55,13.0,Patchy Rain Nearby,176,2026-04-02 08:15:01.051231,Cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,16.2,16.2,74,13.4,Partly Cloudy,116,2026-03-28 09:18:01.051288,Frío,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,11.5,13.8,43,3.2,Sunny,113,2026-04-06 12:26:01.051363,Frío,Despejado,False
Cali,Colombia,3.4516,-76.532,31.7,28.4,89,6.5,Cloudy,119,2026-04-11 02:32:01.051425,Muy cálido,Nublado,False
Tokyo,Japan,35.6895,139.6917,19.3,17.5,59,14.3,Overcast,122,2026-03-19 02:10:01.051516,Templado,Nublado,False
Medellin,Colombia,6.2442,-75.5812,12.5,13.7,73,6.5,Partly Cloudy,116,2026-04-13 11:04:01.051597,Frío,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,28.6,29.6,68,3.3,Sunny,113,2026-04-04 12:08:01.051658,Cálido,Despejado,False
Bogota,Colombia,4.711,-74.0721,17.6,16.3,65,6.8,Partly Cloudy,116,2026-03-22 14:24:01.051718,Frío,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,28.3,28.7,63,13.4,Cloudy,119,2026-04-02 18:20:01.051781,Cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,23.1,24.7,64,10.5,Cloudy,119,2026-03-18 15:52:01.051839,Templado,Nublado,False
Miami,Usa,25.7617,-80.1918,29.2,30.5,83,3.1,Partly Cloudy,116,2026-03-28 10:18:01.051893,Cálido,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,28.5,29.5,99,21.8,Patchy Rain Nearby,176,2026-03-25 17:00:01.051951,Cálido,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,29.0,28.9,77,13.0,Overcast,122,2026-04-14 13:46:01.052036,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,20.0,22.7,50,8.9,Cloudy,119,2026-03-19 05:10:01.052082,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,19.5,17.1,46,5.3,Light Rain,293,2026-04-02 08:21:01.052123,Templado,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,27.8,26.8,68,16.6,Sunny,113,2026-04-03 00:18:01.052163,Cálido,Despejado,False
Tokyo,Japan,35.6895,139.6917,20.2,17.9,56,6.0,Sunny,113,2026-03-20 13:04:01.052202,Templado,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,30.2,30.8,61,8.2,Overcast,122,2026-03-26 01:25:01.052241,Muy cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,22.7,21.8,63,3.0,Sunny,113,2026-03-23 22:47:01.052280,Templado,Despejado,False
Madrid,Spain,40.4168,-3.7038,22.3,25.6,58,3.7,Light Drizzle,266,2026-04-12 13:31:01.052319,Templado,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,26.9,27.5,78,2.9,Cloudy,119,2026-03-24 10:19:01.052357,Cálido,Nublado,False
Tokyo,Japan,35.6895,139.6917,24.5,24.8,56,6.3,Sunny,113,2026-03-21 07:16:01.052395,Cálido,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,26.1,25.2,73,1.1,Light Rain,293,2026-03-21 00:32:01.052460,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,18.5,18.3,61,2.6,Partly Cloudy,116,2026-04-06 22:39:01.052500,Templado,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,17.2,14.4,60,8.7,Sunny,113,2026-03-20 13:26:01.052538,Frío,Despejado,False
Barranquilla,Colombia,10.9685,-74.7813,24.0,24.8,74,14.2,Sunny,113,2026-04-14 06:58:01.052577,Templado,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,21.7,18.0,84,10.2,Partly Cloudy,116,2026-03-27 19:26:01.052697,Templado,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,16.1,19.3,83,15.9,Light Rain,293,2026-03-16 18:04:01.052813,Frío,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,26.3,30.5,90,24.2,Partly Cloudy,116,2026-03-31 22:42:01.052889,Cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,29.4,29.5,90,15.9,Patchy Rain Nearby,176,2026-04-13 10:33:01.052945,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,28.8,29.1,100,11.8,Sunny,113,2026-03-19 11:25:01.052991,Cálido,Despejado,False
Barranquilla,Colombia,10.9685,-74.7813,29.3,27.4,89,9.6,Overcast,122,2026-03-26 03:02:01.053052,Cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,30.0,31.4,92,20.2,Light Rain,293,2026-04-06 08:14:01.053169,Cálido,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,28.9,31.2,79,15.3,Cloudy,119,2026-03-30 06:40:01.053210,Cálido,Nublado,False
Bogota,Colombia,4.711,-74.0721,15.7,14.1,84,12.5,Light Drizzle,266,2026-03-28 08:59:01.053250,Frío,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,22.1,24.9,47,8.7,Moderate Rain,302,2026-03-18 06:14:01.053303,Templado,Lluvia moderada,False
Madrid,Spain,40.4168,-3.7038,17.6,14.2,50,10.7,Heavy Snow,395,2026-04-10 15:20:01.053346,Frío,Nieve fuerte,True
Cartagena,Colombia,10.391,-75.4794,26.9,27.8,82,7.9,Patchy Rain Nearby,176,2026-04-12 04:39:01.053386,Cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,14.5,17.9,65,15.0,Sunny,113,2026-04-01 18:51:01.053426,Frío,Despejado,False
Medellin,Colombia,6.2442,-75.5812,23.1,23.3,61,12.7,Cloudy,119,2026-03-31 20:34:01.053465,Templado,Nublado,False
Cali,Colombia,3.4516,-76.532,28.8,32.8,51,17.0,Partly Cloudy,116,2026-03-31 21:19:01.053504,Cálido,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,26.7,28.6,71,17.3,Sunny,113,2026-04-10 04:03:01.053543,Cálido,Despejado,False
Tokyo,Japan,35.6895,139.6917,22.5,19.1,66,14.2,Cloudy,119,2026-03-28 14:57:01.053591,Templado,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,16.7,16.4,99,11.2,Sunny,113,2026-04-04 02:14:01.053629,Frío,Despejado,False
Bogota,Colombia,4.711,-74.0721,14.7,14.1,96,14.1,Patchy Rain Nearby,176,2026-04-12 05:06:01.053686,Frío,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,26.2,28.9,87,14.7,Partly Cloudy,116,2026-03-16 13:03:01.053784,Cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,33.3,36.6,92,10.7,Moderate Rain,302,2026-04-02 15:31:01.053851,Muy cálido,Lluvia moderada,False
Cartagena,Colombia,10.391,-75.4794,32.7,28.7,79,16.0,Heavy Rain,308,2026-03-29 02:44:01.053894,Muy cálido,Lluvia fuerte,False
Medellin,Colombia,6.2442,-75.5812,16.2,22.2,62,12.8,Sunny,113,2026-03-21 11:44:01.053944,Frío,Despejado,False
Medellin,Colombia,6.2442,-75.5812,20.8,21.6,59,5.7,Patchy Rain Nearby,176,2026-03-19 13:09:01.053987,Templado,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,23.9,21.4,62,9.4,Partly Cloudy,116,2026-03-20 18:46:01.054028,Templado,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,23.8,23.2,63,6.5,Overcast,122,2026-03-28 08:31:01.054067,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,25.8,26.5,89,14.9,Partly Cloudy,116,2026-04-01 20:28:01.054122,Cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,30.6,28.9,58,12.9,Partly Cloudy,116,2026-03-17 12:05:01.054160,Muy cálido,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,29.5,28.4,87,7.7,Light Drizzle,266,2026-04-11 06:40:01.054199,Cálido,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,20.9,20.8,66,11.7,Overcast,122,2026-04-14 20:26:01.054247,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,21.6,17.7,61,3.7,Heavy Rain,308,2026-04-14 10:01:01.054286,Templado,Lluvia fuerte,False
Lima,Peru,-12.0464,-77.0428,20.7,19.0,81,14.1,Partly Cloudy,116,2026-03-16 07:32:01.054325,Templado,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,30.1,29.5,55,13.6,Patchy Rain Nearby,176,2026-03-30 09:50:01.054362,Muy cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,18.7,20.0,88,4.6,Sunny,113,2026-04-12 01:48:01.054400,Templado,Despejado,False
Bogota,Colombia,4.711,-74.0721,15.1,14.1,74,15.6,Cloudy,119,2026-04-04 12:57:01.054439,Frío,Nublado,False
Tokyo,Japan,35.6895,139.6917,19.5,21.5,90,9.3,Moderate Rain,302,2026-03-20 06:01:01.054532,Templado,Lluvia moderada,False
Sao Paulo,Brazil,-23.5505,-46.6333,28.9,28.8,80,10.6,Thundery Outbreaks,200,2026-03-23 02:07:01.054617,Cálido,Tormenta,True
Lima,Peru,-12.0464,-77.0428,22.8,18.8,76,6.7,Patchy Rain Nearby,176,2026-03-26 05:43:01.054661,Templado,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,25.0,22.0,59,9.8,Light Drizzle,266,2026-04-06 22:58:01.054701,Cálido,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,24.3,24.2,79,14.1,Moderate Rain,302,2026-03-27 15:18:01.054741,Cálido,Lluvia moderada,False
Mexico City,Mexico,19.4326,-99.1332,19.6,20.9,62,11.5,Overcast,122,2026-03-28 08:09:01.054780,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,18.3,21.8,41,0.6,Light Rain,293,2026-03-27 10:36:01.054819,Templado,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,29.9,28.0,90,13.3,Sunny,113,2026-04-02 13:03:01.055057,Cálido,Despejado,False
Medellin,Colombia,6.2442,-75.5812,18.3,20.5,85,13.6,Heavy Rain,308,2026-04-13 05:13:01.055118,Templado,Lluvia fuerte,False
Madrid,Spain,40.4168,-3.7038,16.3,16.0,53,1.7,Patchy Rain Nearby,176,2026-03-27 21:59:01.055160,Frío,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,28.1,24.6,76,7.2,Sunny,113,2026-04-02 23:06:01.055200,Cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.4,23.4,76,10.4,Cloudy,119,2026-03-24 13:56:01.055253,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,23.4,21.3,71,2.9,Overcast,122,2026-04-02 09:00:01.055292,Templado,Nublado,False
London,Uk,51.5074,-0.1278,14.3,15.3,84,13.7,Cloudy,119,2026-04-06 14:33:01.055331,Frío,Nublado,False
Bogota,Colombia,4.711,-74.0721,23.1,24.5,93,4.9,Light Rain,293,2026-03-27 22:24:01.055370,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,25.2,26.8,71,10.4,Sunny,113,2026-03-19 16:14:01.055408,Cálido,Despejado,False
Cartagena,Colombia,10.391,-75.4794,32.9,33.9,80,20.2,Sunny,113,2026-04-13 23:59:01.055446,Muy cálido,Despejado,False
Madrid,Spain,40.4168,-3.7038,23.4,23.4,40,7.5,Partly Cloudy,116,2026-03-30 22:57:01.055488,Templado,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,13.1,14.9,71,13.9,Partly Cloudy,116,2026-04-10 16:02:01.055527,Frío,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,34.7,35.7,67,14.0,Light Drizzle,266,2026-03-30 12:01:01.055566,Muy cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,24.8,27.7,94,5.3,Cloudy,119,2026-03-20 09:18:01.055605,Cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,34.9,38.9,79,12.2,Heavy Rain,308,2026-04-05 13:06:01.055654,Muy cálido,Lluvia fuerte,False
Tokyo,Japan,35.6895,139.6917,20.2,18.6,55,9.1,Partly Cloudy,116,2026-04-05 14:12:01.055693,Templado,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,14.7,14.8,86,7.5,Overcast,122,2026-03-31 17:29:01.055733,Frío,Nublado,False
Miami,Usa,25.7617,-80.1918,23.5,26.6,92,25.3,Sunny,113,2026-03-16 23:26:01.055780,Templado,Despejado,False
London,Uk,51.5074,-0.1278,14.8,14.0,84,17.1,Cloudy,119,2026-03-17 00:40:01.055819,Frío,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,31.8,31.8,84,12.7,Patchy Rain Nearby,176,2026-03-16 12:19:01.055859,Muy cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,34.3,36.5,96,2.8,Light Rain,293,2026-04-07 15:55:01.055898,Muy cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,19.1,21.5,68,6.0,Light Drizzle,266,2026-04-04 04:56:01.055937,Templado,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,27.6,27.5,97,12.0,Light Rain,293,2026-04-10 11:45:01.055975,Cálido,Lluvia ligera,False
London,Uk,51.5074,-0.1278,10.1,10.3,48,20.8,Sunny,113,2026-04-04 22:01:01.056014,Frío,Despejado,False
Lima,Peru,-12.0464,-77.0428,15.8,14.8,54,19.7,Cloudy,119,2026-03-22 08:18:01.056062,Frío,Nublado,False
Lima,Peru,-12.0464,-77.0428,22.3,20.1,78,12.6,Partly Cloudy,116,2026-04-07 21:51:01.056101,Templado,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,21.4,20.7,77,8.0,Cloudy,119,2026-04-12 01:28:01.056140,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,17.6,16.8,42,3.9,Sunny,113,2026-03-20 05:14:01.056178,Frío,Despejado,False
Madrid,Spain,40.4168,-3.7038,9.9,13.1,63,13.8,Partly Cloudy,116,2026-04-13 07:47:01.056217,Muy frío,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,28.0,27.4,82,12.4,Overcast,122,2026-03-20 19:34:01.056255,Cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,28.4,28.1,83,15.4,Patchy Rain Nearby,176,2026-04-04 23:21:01.056293,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,14.8,14.9,65,2.0,Sunny,113,2026-03-26 23:22:01.056386,Frío,Despejado,False
Lima,Peru,-12.0464,-77.0428,23.2,22.4,81,0.3,Sunny,113,2026-04-01 09:48:01.056453,Templado,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,31.3,27.6,75,9.0,Thundery Outbreaks,200,2026-04-09 21:03:01.056497,Muy cálido,Tormenta,True
Cali,Colombia,3.4516,-76.532,34.1,34.8,84,8.6,Partly Cloudy,116,2026-04-10 20:17:01.056554,Muy cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,28.5,25.8,54,9.8,Overcast,122,2026-03-30 05:13:01.056594,Cálido,Nublado,False
London,Uk,51.5074,-0.1278,14.4,15.5,75,10.0,Partly Cloudy,116,2026-03-18 23:47:01.056634,Frío,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,30.0,28.7,72,13.7,Light Rain,293,2026-03-23 05:36:01.056673,Cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,23.6,24.9,56,5.8,Partly Cloudy,116,2026-03-30 13:45:01.056711,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,19.1,20.3,72,3.9,Moderate Rain,302,2026-04-11 00:29:01.056750,Templado,Lluvia moderada,False
Bogota,Colombia,4.711,-74.0721,22.0,25.3,67,12.4,Cloudy,119,2026-03-24 02:35:01.056806,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,14.9,14.7,79,9.9,Heavy Rain,308,2026-04-12 01:03:01.056846,Frío,Lluvia fuerte,False
Tokyo,Japan,35.6895,139.6917,20.9,20.9,69,13.9,Sunny,113,2026-04-10 17:37:01.056884,Templado,Despejado,False
London,Uk,51.5074,-0.1278,12.3,14.7,84,15.1,Cloudy,119,2026-03-26 16:30:01.056934,Frío,Nublado,False
Lima,Peru,-12.0464,-77.0428,13.7,15.2,76,7.5,Light Rain,293,2026-04-05 20:29:01.056995,Frío,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,18.5,18.2,65,16.5,Partly Cloudy,116,2026-04-06 16:02:01.057034,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,19.0,18.7,48,9.4,Patchy Snow Showers,392,2026-03-25 19:57:01.057073,Templado,Nieve ligera,False
Lima,Peru,-12.0464,-77.0428,25.6,27.2,97,12.8,Patchy Rain Nearby,176,2026-04-11 03:29:01.057162,Cálido,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,30.6,30.0,69,13.7,Partly Cloudy,116,2026-03-31 04:16:01.057202,Muy cálido,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,22.3,22.2,83,13.3,Overcast,122,2026-03-26 08:11:01.057240,Templado,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,14.7,12.2,79,8.8,Partly Cloudy,116,2026-04-14 20:21:01.057278,Frío,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,26.4,25.6,71,14.6,Sunny,113,2026-04-12 10:58:01.057553,Cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,24.8,26.4,88,20.1,Light Rain,293,2026-03-20 20:05:01.057625,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,19.2,15.7,72,6.3,Sunny,113,2026-03-28 06:39:01.057668,Templado,Despejado,False
Barranquilla,Colombia,10.9685,-74.7813,28.6,27.3,86,10.5,Heavy Rain,308,2026-04-12 07:39:01.057723,Cálido,Lluvia fuerte,False
London,Uk,51.5074,-0.1278,18.4,19.8,60,14.8,Patchy Rain Nearby,176,2026-03-23 06:03:01.057764,Templado,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,27.4,29.4,89,13.2,Cloudy,119,2026-03-21 10:50:01.057804,Cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,25.8,23.1,60,7.3,Light Drizzle,266,2026-04-13 00:36:01.057843,Cálido,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,33.8,33.2,70,9.4,Partly Cloudy,116,2026-03-23 12:20:01.057881,Muy cálido,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,24.0,23.3,74,16.2,Partly Cloudy,116,2026-03-31 12:21:01.057920,Templado,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,21.1,22.2,70,12.8,Partly Cloudy,116,2026-04-04 01:22:01.057970,Templado,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,19.8,18.3,79,16.4,Light Drizzle,266,2026-04-11 12:08:01.058045,Templado,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,29.8,29.6,62,10.5,Sunny,113,2026-04-09 06:30:01.058139,Cálido,Despejado,False
Cartagena,Colombia,10.391,-75.4794,24.7,24.9,97,25.1,Partly Cloudy,116,2026-04-03 16:02:01.058282,Cálido,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,20.3,18.1,56,13.4,Overcast,122,2026-04-09 12:44:01.058394,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,28.6,27.2,63,11.5,Overcast,122,2026-03-28 13:26:01.058455,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,25.3,26.9,72,16.0,Moderate Rain,302,2026-03-24 16:06:01.058501,Cálido,Lluvia moderada,False
Medellin,Colombia,6.2442,-75.5812,18.1,18.0,84,6.2,Partly Cloudy,116,2026-04-03 21:08:01.058541,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,13.8,14.0,65,6.1,Cloudy,119,2026-04-06 08:50:01.058592,Frío,Nublado,False
Lima,Peru,-12.0464,-77.0428,20.1,19.0,69,6.6,Sunny,113,2026-04-11 15:36:01.058632,Templado,Despejado,False
Madrid,Spain,40.4168,-3.7038,13.5,12.2,60,5.4,Cloudy,119,2026-03-16 15:47:01.058670,Frío,Nublado,False
Madrid,Spain,40.4168,-3.7038,16.2,20.6,77,2.1,Cloudy,119,2026-04-07 01:38:01.058709,Frío,Nublado,False
Cartagena,Colombia,10.391,-75.4794,35.8,38.3,100,19.2,Sunny,113,2026-04-06 06:54:01.058748,Muy cálido,Despejado,False
Lima,Peru,-12.0464,-77.0428,18.4,19.7,85,17.7,Sunny,113,2026-03-22 15:08:01.058789,Templado,Despejado,False
Cartagena,Colombia,10.391,-75.4794,25.9,27.2,76,16.8,Moderate Rain,302,2026-03-18 23:41:01.058839,Cálido,Lluvia moderada,False
Cartagena,Colombia,10.391,-75.4794,24.1,21.7,52,9.0,Sunny,113,2026-04-14 15:57:01.058878,Cálido,Despejado,False
Lima,Peru,-12.0464,-77.0428,17.6,17.2,66,17.7,Partly Cloudy,116,2026-04-06 23:42:01.058917,Frío,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,25.2,25.0,66,13.2,Overcast,122,2026-03-23 10:49:01.058956,Cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,33.9,32.7,88,8.7,Patchy Rain Nearby,176,2026-04-04 16:30:01.058994,Muy cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,33.7,33.4,75,11.7,Sunny,113,2026-04-08 19:31:01.059033,Muy cálido,Despejado,False
London,Uk,51.5074,-0.1278,17.6,17.0,78,9.5,Partly Cloudy,116,2026-04-07 01:16:01.059071,Frío,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,34.8,33.4,70,14.6,Patchy Rain Nearby,176,2026-04-05 22:44:01.059110,Muy cálido,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,25.9,24.5,100,13.5,Overcast,122,2026-04-01 10:57:01.059149,Cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,19.3,20.9,51,9.1,Cloudy,119,2026-04-15 11:18:01.059188,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,24.2,26.4,73,16.6,Sunny,113,2026-04-11 12:03:01.059236,Cálido,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,22.8,19.5,59,4.7,Partly Cloudy,116,2026-03-27 02:26:01.059283,Templado,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,13.0,8.7,58,1.9,Moderate Rain,302,2026-04-11 03:33:01.059322,Frío,Lluvia moderada,False
